Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
1948836,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
1948837,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
1950493,00000510,false,Rx,1,8,00,10,00,00,00,00,00,00,
1950494,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
1950495,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
1950496,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
1950497,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
1956497,00000520,false,Rx,1,8,00,06,52,00,00,00,00,00,
1956499,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
1958352,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
1959526,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
1959527,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
1959529,00000510,false,Rx,1,8,01,10,00,00,00,00,00,00,
1960791,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
1960793,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
1960794,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
1960796,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
1960798,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
1962055,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
1966455,00000520,false,Rx,1,8,01,06,52,00,00,00,00,00,
1966457,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
1968154,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
1968156,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
1970189,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
1970190,00000510,false,Rx,1,8,00,10,00,00,00,00,00,00,
1970192,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
1970192,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
1971313,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
1971315,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
1971316,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
1972416,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
1975871,00000520,false,Rx,1,8,00,06,52,00,00,00,00,00,
1977135,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
1977138,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
1978769,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
1980423,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
1980425,00000510,false,Rx,1,8,01,10,00,00,00,00,00,00,
1980426,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
1980427,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
1981472,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
1981473,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
1981474,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
1981475,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
1986470,00000520,false,Rx,1,8,01,06,52,00,00,00,00,00,
1987446,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
1987447,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
1988869,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
1989889,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
1989891,00000510,false,Rx,1,8,00,10,00,00,00,00,00,00,
1989892,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
1990926,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
1990928,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
1990929,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
1990930,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
1992471,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
1995838,00000520,false,Rx,1,8,00,06,52,00,00,00,00,00,
1996913,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
1996915,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
1998886,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
1998888,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
2000427,00000510,false,Rx,1,8,01,10,00,00,00,00,00,00,
2000429,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
2000430,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
2000430,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
2000432,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
2001574,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
2001576,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
2005944,00000520,false,Rx,1,8,01,06,52,00,00,00,00,00,
2005945,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
2007904,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
2007906,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
2009767,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
2009770,00000510,false,Rx,1,8,00,10,00,00,00,00,00,00,
2009771,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
2010932,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
2010934,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
2010935,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
2010936,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
2012052,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
2016581,00000520,false,Rx,1,8,00,06,52,00,00,00,00,00,
2016582,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
2018908,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
2018911,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
2020502,00000510,false,Rx,1,8,01,10,00,00,00,00,00,00,
2020503,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
2020505,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
2020506,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
2020506,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
2020508,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
2021687,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
2026120,00000520,false,Rx,1,8,01,06,52,00,00,00,00,00,
2026123,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
2028627,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
2028627,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
2030555,00000510,false,Rx,1,8,00,10,00,00,00,00,00,00,
2030557,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
2030558,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
2030558,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
2030560,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
2031607,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
2031609,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
2031610,00000000,false,Rx,1,2,00,00,00,00,00,00,00,00,
2033859,00000500,false,Rx,1,8,00,00,00,00,00,00,00,00,
2038657,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
2038660,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
2040550,00000510,false,Rx,1,8,00,10,00,00,00,00,00,00,
2040554,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
2040555,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
2040556,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
2040557,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
2041823,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
2041824,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
2045977,00000520,false,Rx,1,8,01,06,52,00,00,00,00,00,
2047059,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
2048562,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
2048563,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
2050647,00000510,false,Rx,1,8,00,10,00,00,00,00,00,00,
2050650,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
2050650,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
2050652,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
2050653,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
2050654,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
2051788,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
2051790,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
2056489,00000520,false,Rx,1,8,00,06,52,00,00,00,00,00,
2056490,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
2058973,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
2060483,00000510,false,Rx,1,8,01,10,00,00,00,00,00,00,
2060485,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
2060486,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
2060487,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
2060487,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
2061631,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
2061633,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
2061634,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
2066641,00000520,false,Rx,1,8,01,06,52,00,00,00,00,00,
2066644,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
2066646,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
2068696,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
2070628,00000510,false,Rx,1,8,00,10,00,00,00,00,00,00,
2070631,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
2070631,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
2070633,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
2070634,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
2071797,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
2076287,00000520,false,Rx,1,8,00,06,52,00,00,00,00,00,
2076290,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
2078204,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
2079784,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
2079785,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
2079787,00000510,false,Rx,1,8,01,10,00,00,00,00,00,00,
2079788,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
2080981,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
2080982,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
2081001,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
2081003,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
2081004,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
2086020,00000520,false,Rx,1,8,01,06,52,00,00,00,00,00,
2087640,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
2089531,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
2089532,00000510,false,Rx,1,8,00,10,00,00,00,00,00,00,
2090793,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
2090796,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
2090798,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
2090800,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
2090801,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
2092368,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
2096172,00000520,false,Rx,1,8,00,06,52,00,00,00,00,00,
2096174,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
2098120,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
2099167,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
2099169,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
2100519,00000510,false,Rx,1,8,01,10,00,00,00,00,00,00,
2100521,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
2100522,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
2100524,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
2100525,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
2101736,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
2101737,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
2106287,00000520,false,Rx,1,8,01,06,52,00,00,00,00,00,
2106288,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
2108161,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
2108163,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
2110063,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
2110065,00000510,false,Rx,1,8,00,10,00,00,00,00,00,00,
2110066,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
2110067,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
2111277,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
2111278,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
2111279,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
2111280,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
2116154,00000520,false,Rx,1,8,00,06,52,00,00,00,00,00,
2116156,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
2117978,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
2118908,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
2118910,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
2120565,00000510,false,Rx,1,8,01,10,00,00,00,00,00,00,
2120566,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
2120567,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
2120568,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
2120569,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
2121641,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
2123171,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
2126061,00000520,false,Rx,1,8,01,06,52,00,00,00,00,00,
2127399,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
2128488,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
2129480,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
2130548,00000510,false,Rx,1,8,00,10,00,00,00,00,00,00,
2130550,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
2130551,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
2130552,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
2130553,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
2131587,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
2131589,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
2133524,00000000,false,Rx,1,2,00,00,00,00,00,00,00,00,
2134533,00000500,false,Rx,1,8,00,00,00,00,00,00,00,00,
2135585,00000502,false,Rx,1,5,00,00,00,00,00,00,00,00,
2135587,00000520,false,Rx,1,8,00,06,52,00,00,00,00,00,
2137533,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
2137535,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
2139369,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
2140364,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
2140366,00000510,false,Rx,1,8,01,10,00,00,00,00,00,00,
2140367,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
2140368,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
2140368,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
2141515,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
2141516,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
2142743,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
2146446,00000520,false,Rx,1,8,01,06,52,00,00,00,00,00,
2146447,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
2147971,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
2149073,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
2149075,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
2150523,00000510,false,Rx,1,8,00,10,00,00,00,00,00,00,
2150524,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
2150525,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
2150526,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
2150527,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
2151800,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
2158430,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
2158432,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
2160583,00000510,false,Rx,1,8,00,10,00,00,00,00,00,00,
2160585,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
2160586,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
2160586,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
2160587,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
2161669,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
2161670,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
2161671,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
2166023,00000520,false,Rx,1,8,01,06,52,00,00,00,00,00,
2167097,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
2168188,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
2169213,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
2170563,00000510,false,Rx,1,8,00,10,00,00,00,00,00,00,
2170565,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
2170566,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
2170567,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
2170568,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
2171570,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
2171572,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
2171574,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
2175848,00000520,false,Rx,1,8,00,06,52,00,00,00,00,00,
2177322,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
2178377,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
2178378,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
2180693,00000510,false,Rx,1,8,01,10,00,00,00,00,00,00,
2180695,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
2180695,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
2180696,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
2180698,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
2180699,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
2181796,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
2181799,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
2186172,00000520,false,Rx,1,8,01,06,52,00,00,00,00,00,
2187206,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
2187207,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
2190587,00000510,false,Rx,1,8,00,10,00,00,00,00,00,00,
2190589,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
2190591,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
2190591,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
2191559,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
2191560,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
2191562,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
2196084,00000520,false,Rx,1,8,00,06,52,00,00,00,00,00,
2197102,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
2197104,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
2198879,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
2198880,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
2200474,00000510,false,Rx,1,8,01,10,00,00,00,00,00,00,
2200477,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
2200478,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
2200479,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
2200481,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
2201700,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
2205937,00000520,false,Rx,1,8,01,06,52,00,00,00,00,00,
2207092,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
2207094,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
2209033,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
2209035,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
2210554,00000510,false,Rx,1,8,00,10,00,00,00,00,00,00,
2210556,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
2210558,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
2210559,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
2210561,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
2211701,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
2211703,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
2215743,00000520,false,Rx,1,8,00,06,52,00,00,00,00,00,
2216749,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
2216751,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
2218804,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
2219788,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
2219790,00000510,false,Rx,1,8,01,10,00,00,00,00,00,00,
2219792,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
2220982,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
2220984,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
2220985,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
2220986,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
2222456,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
2225915,00000520,false,Rx,1,8,01,06,52,00,00,00,00,00,
2227108,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
2227110,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
2228879,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
2228881,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
2230600,00000510,false,Rx,1,8,00,10,00,00,00,00,00,00,
2230602,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
2230603,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
2230604,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
2230605,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
2231693,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
2231694,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
2234050,00000000,false,Rx,1,2,00,00,00,00,00,00,00,00,
2234052,00000500,false,Rx,1,8,00,00,00,00,00,00,00,00,
2236863,00000520,false,Rx,1,8,00,06,52,00,00,00,00,00,
2236864,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
2237705,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
2238748,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
2238750,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
2240498,00000510,false,Rx,1,8,01,10,00,00,00,00,00,00,
2240499,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
2240500,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
2240501,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
2240502,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
2247214,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
2248280,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
2248282,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
2250153,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
2250154,00000510,false,Rx,1,8,01,10,00,00,00,00,00,00,
2250155,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
2250156,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
2251327,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
2251328,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
2251329,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
2251330,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
2255850,00000520,false,Rx,1,8,00,06,52,00,00,00,00,00,
2255851,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
2258631,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
2260570,00000510,false,Rx,1,8,01,10,00,00,00,00,00,00,
2260572,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
2260573,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
2260574,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
2260575,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
2261695,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
2261697,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
2265707,00000520,false,Rx,1,8,01,06,52,00,00,00,00,00,
2267175,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
2268403,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
2268406,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
2270385,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
2270387,00000510,false,Rx,1,8,00,10,00,00,00,00,00,00,
2270388,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
2270389,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
2270390,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
2271499,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
2271501,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
2271502,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
2275962,00000520,false,Rx,1,8,00,06,52,00,00,00,00,00,
2277209,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
2277212,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
2279035,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
2280529,00000510,false,Rx,1,8,01,10,00,00,00,00,00,00,
2280530,00000511,false,Rx,1,4,00,00,00,00,00,00,00,00,
2280531,00000524,false,Rx,1,5,C8,C8,C8,C8,00,00,00,00,
2280532,00000512,false,Rx,1,4,00,00,00,00,00,00,00,00,
2280534,00000525,false,Rx,1,8,00,00,00,00,00,00,00,00,
2280535,00000513,false,Rx,1,2,00,00,00,00,00,00,00,00,
2281818,00000514,false,Rx,1,2,00,00,00,00,00,00,00,00,
2281820,00000526,false,Rx,1,8,00,00,00,00,00,00,00,00,
2286133,00000520,false,Rx,1,8,01,06,52,00,00,00,00,00,
2286136,00000521,false,Rx,1,6,00,00,00,00,9E,07,00,00,
2288479,00000522,false,Rx,1,6,00,00,00,00,9E,07,00,00,
2289473,00000523,false,Rx,1,6,00,00,D2,00,00,00,00,00,
